source,title,app_id,developer,genre,content_rating,score,ratings,installs,price,url,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
Google Play,TruMate-Character AI & Story,com.aimate.boochat,Selfie Camera & Photo Editor & Beauty Snap,Entertainment,Mature 17+,4.2212768,7450,"500,000+",Free,https://play.google.com/store/apps/details?id=com.aimate.boochat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$1.99-$369.99/month USD,EN
Google Play,Hey Love Adam: Texting Game,com.nutnut.heyloveadam,nutnut,Simulation,Teen,4.489992,141220,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.nutnut.heyloveadam&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$2.99-$11.99/month USD,EN
Google Play,MeetX AI: Happy Chat Anytime,com.chatnow.meetx,Make AI Meta World,Entertainment,Mature 17+,4.12,1050,"50,000+",Free,https://play.google.com/store/apps/details?id=com.chatnow.meetx&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,Next AI - No limit to ask,gpt.ai.chat,"GPT AI Technology Co., Ltd.",Productivity,Everyone,3.12,6247,"500,000+",Free,https://play.google.com/store/apps/details?id=gpt.ai.chat&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.99-$89.99/month USD,EN
Google Play,Babol AI: Anime Character Chat,com.babolai.chat,Anime Roleplay World,Entertainment,Mature 17+,4,1047,"100,000+",Free,https://play.google.com/store/apps/details?id=com.babolai.chat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,Ask AI ChatBot: Assistant Chat,com.ai.ask.chat.chatgpt.chatbot,Firehawk,Productivity,Everyone,4.6732674,39205,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.ai.ask.chat.chatgpt.chatbot&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.99-$99.99/month USD,EN
Google Play,J.AI - AI Roleplay Chat,com.aichatbot2cai.characterai.gp,AI  labs,Entertainment,Teen,3.2857144,96,"10,000+",Free,https://play.google.com/store/apps/details?id=com.aichatbot2cai.characterai.gp&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$4.99-$169.99/month USD,EN
Google Play,lizlis: AI Character Chat,ai.lizlis.app,Excellia LLC,Entertainment,Teen,2.8,125,"10,000+",Free,https://play.google.com/store/apps/details?id=ai.lizlis.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$299.99/month USD,EN
Google Play,"Yollo AI - RolePlay, AI Video",com.isetsail.yollo,"Shijiazhuang Youcode Network Technology Co., Ltd.",Entertainment,Everyone,4.07,1371,"100,000+",Free,https://play.google.com/store/apps/details?id=com.isetsail.yollo&hl=en&gl=us,companion,True,https://yollo.ai,True,"Email/Password, Google, Apple",False,,True,False,"Unlimited messaging, Enhanced memory",$5.99-$69.99/month USD,EN
Google Play,BubbleChat – AI character chat,com.bubbletap,"Bubble Tap CO.,LTD.",Entertainment,Mature 17+,2.6666667,856,"100,000+",Free,https://play.google.com/store/apps/details?id=com.bubbletap&hl=en&gl=us,companion,True,https://www.bubblechat.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$0.99-$89.99/month USD,EN
Google Play,Girlfriend Ai,aigirlfriend.app.android,Girlfriend.ai,Entertainment,Mature 17+,3.0714285,33,"10,000+",Free,https://play.google.com/store/apps/details?id=aigirlfriend.app.android&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Mature content, Enhanced memory",$9.99-$449.99/month USD,EN
Google Play,iris Dating: Find Love with AI,com.idealmatch.idma,IRIS Team,Dating,Mature 17+,4.385724,133734,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.idealmatch.idma&hl=en&gl=us,companion,True,https://www.irisdating.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$2.49-$299.99/month USD,EN
Google Play,AI Girlfriend - TruMate,com.aichatbot.aimate,AI Design Labs,Entertainment,Mature 17+,3.7074237,16217,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.aichatbot.aimate&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$1.99-$369.99/month USD,EN
Google Play,Sammi: AI Girlfriend,com.joyfun.sammi.aifriend,Joy Fun,Entertainment,Teen,3.1818182,76,"10,000+",Free,https://play.google.com/store/apps/details?id=com.joyfun.sammi.aifriend&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$2.99-$29.99/month USD,EN
Google Play,Trend AI - Happy Chat Anytime,com.sabuj.roy.kumar.trendai,Sobuj Roy,Entertainment,Mature 17+,4.599291,9073,"100,000+",Free,https://play.google.com/store/apps/details?id=com.sabuj.roy.kumar.trendai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Image generation,$1.99-$54.99/month USD,EN
Google Play,Dippy-AI Characters & Roleplay,com.tryimpel.dippy,"impel intelligence, Inc",Entertainment,Mature 17+,3.58,8603,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.tryimpel.dippy&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$0.99-$199.99/month USD,EN
Google Play,FantaSky: Character AI Chatbot,com.aigc.ushow.fantasky,Skywork AI Pte. Ltd.,Social,Mature 17+,3.7826087,92,"5,000+",Free,https://play.google.com/store/apps/details?id=com.aigc.ushow.fantasky&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$99.99/month USD,EN
Google Play,Popia - AI Roleplay & Stories,com.popia.app,Yuanshi Innovation Tech Limited,Entertainment,Everyone,3.0652175,76,"10,000+",Free,https://play.google.com/store/apps/details?id=com.popia.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$1.99-$99.99/month USD,EN
Google Play,Joyland:Chat with AI Character,com.joyland.ai,MINDZEN AI,Entertainment,Mature 17+,2.5148516,1217,"100,000+",Free,https://play.google.com/store/apps/details?id=com.joyland.ai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$9.99-$94.99/month USD,EN
Google Play,Gemmy AI: Chat & Assistant,com.jetkite.gemmy,Jetkite,Productivity,Everyone,4.5947714,299572,"5,000,000+",Free,https://play.google.com/store/apps/details?id=com.jetkite.gemmy&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Image generation",$4.99-$149.99/month USD,EN
Google Play,Wysa: Mental Wellbeing AI,bot.touchkin,Touchkin,Health & Fitness,Everyone,4.5457587,151243,"1,000,000+",Free,https://play.google.com/store/apps/details?id=bot.touchkin&hl=en&gl=us,other,True,https://www.wysa.com,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$0.99-$239.99/month USD,EN
Google Play,Sakura - Chat with AI Bots,fm.sakura.app,"Sakura AI, LLC",Entertainment,Mature 17+,4.7148676,46323,"500,000+",Free,https://play.google.com/store/apps/details?id=fm.sakura.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$5.00-$274.99/month USD,EN
Google Play,Intima AI - Chai Alternative,com.yaar.ai,Gamerx Inc,Entertainment,Mature 17+,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=com.yaar.ai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Mature content, Enhanced memory",$0.99-$49.99/month USD,EN
Google Play,Lovinn: Real AI Companion,com.arclair.lovinn,Arclair Inc.,Dating,Mature 17+,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=com.arclair.lovinn&hl=en&gl=us,companion,True,https://lovinn.arclair.com,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Image generation, Enhanced memory",$0.99-$299.99/month USD,EN
Google Play,Chatter: Chat with AI Friends,ai.connectplex.chatter,Pegasus InfoCorp,Entertainment,Everyone,4.3333335,47,"10,000+",Free,https://play.google.com/store/apps/details?id=ai.connectplex.chatter&hl=en&gl=us,companion,True,https://chatterapp.ai,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,Soda AI,com.sodaai.jrtech,NOVANEST AI,Entertainment,Everyone,2.25,33,"10,000+",Free,https://play.google.com/store/apps/details?id=com.sodaai.jrtech&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$1.99-$249.99/month USD,EN
Google Play,My Bunny: AI Anime Mate,com.roleplayaichat.mybunny,App Center 2024,Entertainment,Mature 17+,3.79,754,"100,000+",Free,https://play.google.com/store/apps/details?id=com.roleplayaichat.mybunny&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,Wink AI: Your AI GF,com.winksay.up,alphasnap studio,Entertainment,Everyone 10+,3.68,673,"100,000+",Free,https://play.google.com/store/apps/details?id=com.winksay.up&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$6.99-$109.99/month USD,EN
Google Play,SoundHound Chat AI App,com.hound.android.app,SoundHound Inc.,Productivity,Teen,3.821229,11530,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.hound.android.app&hl=en&gl=us,other,True,http://www.soundhound.com/soundhound-chat-ai/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$0.99-$19.99/month USD,EN
Google Play,AI Speech Chatbot Text & Voice,com.KalromSystems.AIVoiceChatOpenWisdom,TarrySoft,Productivity,Everyone,4.74,19361,"500,000+",Free,https://play.google.com/store/apps/details?id=com.KalromSystems.AIVoiceChatOpenWisdom&hl=en&gl=us,general_purpose,True,https://kigelapps.com/aispeechchatbot,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.99-$99.99/month USD,EN
Google Play,Date.AI - Virtual Lovers,com.dateai,Aplicativo Date Ia Entretenimento,Simulation,Mature 17+,4.529412,5817,"100,000+",Free,https://play.google.com/store/apps/details?id=com.dateai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$0.49-$54.99/month USD,EN
Google Play,Chara - Any chat you want,com.chara.charaai,포키,Entertainment,Teen,3,14845,"100,000+",Free,https://play.google.com/store/apps/details?id=com.chara.charaai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$23.99-$41.99/month USD,EN
Google Play,AI Photo Generator - Couple,com.ai.couple.photo,Lnx Cloud Technology,Photography,Everyone,2.88,600,"100,000+",Free,https://play.google.com/store/apps/details?id=com.ai.couple.photo&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Image generation,$0.49-$19.99/month USD,EN
Google Play,Sweet AI - Virtual Companion,com.mxxtech.sweetai,SmartXLib,Tools,Mature 17+,3.9179487,21827,"10,000,000+",Free,https://play.google.com/store/apps/details?id=com.mxxtech.sweetai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$0.99-$69.99/month USD,EN
Google Play,Nina AI: Chat with Characters,com.krushaichat.roleplay2025,Fantasy Myth AI,Entertainment,Mature 17+,3.7920792,1056,"100,000+",Free,https://play.google.com/store/apps/details?id=com.krushaichat.roleplay2025&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,Heartsy: Flirty Friend AI Chat,com.grumpymonkey.talkieHeart,Grumpy Monkey,Lifestyle,Teen,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=com.grumpymonkey.talkieHeart&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$0.99-$59.99/month USD,EN
Google Play,Al Girlfriend and Boyfriend,com.zoraaioficial,Controle o Bruxismo e a Ansiedade,Entertainment,Everyone,,,10+,Free,https://play.google.com/store/apps/details?id=com.zoraaioficial&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Premium characters, Voice features",$4.99-$69.99/month USD,EN
Google Play,Sweet AI - Chat Dreams,io.sweet.ai.girlfriend.app,"AirBeet, Life Changing Platform",Entertainment,Mature 17+,4.2786884,4039,"100,000+",Free,https://play.google.com/store/apps/details?id=io.sweet.ai.girlfriend.app&hl=en&gl=us,companion,True,https://www.sweetchatai.com,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$3.49-$99.99/month USD,EN
Google Play,SugarGF-Your Soulful Chat,com.magic.emily.suite,Hoga Live,Entertainment,Mature 17+,4.7029705,550,"10,000+",Free,https://play.google.com/store/apps/details?id=com.magic.emily.suite&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$3.49-$99.99/month USD,EN
Google Play,Otherhalf: AI Anime Friend,com.azimov.otherhalf,"Azimov, Inc",Entertainment,Mature 17+,,,"100,000+",Free,https://play.google.com/store/apps/details?id=com.azimov.otherhalf&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$0.99-$299.99/month USD,EN
Google Play,Amigo AI - Face Swap Camera,io.amigoai.amigo,"Amigos AI, Inc",Social,Mature 17+,3.1578948,297,"100,000+",Free,https://play.google.com/store/apps/details?id=io.amigoai.amigo&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$0.99-$179.99/month USD,EN
Google Play,Soulmate AI:Chat with Friends,com.cupid.soulmate.pouter,RUITA LIMITED,Entertainment,Teen,3.8863637,525,"50,000+",Free,https://play.google.com/store/apps/details?id=com.cupid.soulmate.pouter&hl=en&gl=us,companion,True,https://deeprpg.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Mature content, Enhanced memory",$0.99-$149.99/month USD,EN
Google Play,"Sweets AI: Chat, Play, Connect",com.aichat.sweetsai2025,Price gaming,Entertainment,Mature 17+,3.710145,289,"10,000+",Free,https://play.google.com/store/apps/details?id=com.aichat.sweetsai2025&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$1.99-$49.99/month USD,EN
Google Play,Carter Chat: Viral AI Chat App,com.carterchat.carterchatapp,CarterLabsLtd,Entertainment,Mature 17+,3.34,3131,"100,000+",Free,https://play.google.com/store/apps/details?id=com.carterchat.carterchatapp&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$1.99-$74.99/month USD,EN
Google Play,Dream Girl : Chat AI,com.ai.dreamgril,"Hangzhou Aoben Jizhi Technology Co., Ltd.",Entertainment,Mature 17+,4.4525995,9942,"500,000+",Free,https://play.google.com/store/apps/details?id=com.ai.dreamgril&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$54.99/month USD,EN
Google Play,Character.Me: AI Roleplay Chat,com.wuz3470z.characterpro,AI CODE,Personalization,Mature 17+,4.1306534,7628,"500,000+",Free,https://play.google.com/store/apps/details?id=com.wuz3470z.characterpro&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$99.99/month USD,EN
Google Play,PixelChat - AI Character Chat,ai.nextday.mobile.android.pixelchat,NextDayAI,Entertainment,Teen,3.42,2025,"500,000+",Free,https://play.google.com/store/apps/details?id=ai.nextday.mobile.android.pixelchat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$4.99-$249.99/month USD,EN
Google Play,AI Chat - AI Character Chatbot,beat.music.motion.tempo.video.editor.filmola,Ask AI GirlFriend & AI Video Generator,Video Players & Editors,Teen,4.22,2771,"100,000+",Free,https://play.google.com/store/apps/details?id=beat.music.motion.tempo.video.editor.filmola&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$1.99-$99.99/month USD,EN
Google Play,Yummy - Anime AI Chats Await,com.aichat.yummy2025,Lille Software,Entertainment,Mature 17+,3.93,768,"100,000+",Free,https://play.google.com/store/apps/details?id=com.aichat.yummy2025&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,"AI Honey : Chat, Connect, Play",com.honeyai.friend.aichat,YogiMart,Entertainment,Teen,4.188119,2463,"100,000+",Free,https://play.google.com/store/apps/details?id=com.honeyai.friend.aichat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$3.49-$99.00/month USD,EN
Google Play,Yaply: Chat With AI Friends,com.ya.ply.android,SPARKING GAMES PTE. LTD.,Entertainment,Mature 17+,2.7741935,238,"50,000+",Free,https://play.google.com/store/apps/details?id=com.ya.ply.android&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$0.99-$99.99/month USD,EN
Google Play,Girlfriend AI,com.MaarcoDev.GirlfriendAI,Workout Master,Entertainment,Everyone,4.025,207,"10,000+",Free,https://play.google.com/store/apps/details?id=com.MaarcoDev.GirlfriendAI&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Enhanced memory,$0.49-$6.99/month USD,EN
Google Play,YouChat AI,com.haidarcorp.youchat,HAIDARCORP,Productivity,Everyone 10+,3.090909,45,"5,000+",Free,https://play.google.com/store/apps/details?id=com.haidarcorp.youchat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$0.99-$9.99/month USD,EN
Google Play,Rosie-Fancy AI Chatbot,com.rosie.day360.roleplay,BLACK ENERGY  GROUP,Entertainment,Mature 17+,4.4292235,8785,"100,000+",Free,https://play.google.com/store/apps/details?id=com.rosie.day360.roleplay&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$3.49-$99.99/month USD,EN
Google Play,Cindy AI: Anime Companion Chat,com.roleplaychatacter.cherry,succesful deals,Entertainment,Mature 17+,3.88,1177,"100,000+",Free,https://play.google.com/store/apps/details?id=com.roleplaychatacter.cherry&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,Pink AI: Anime Characters Chat,com.aichatwithaipeople.makefriends,EnterGames pvt,Entertainment,Mature 17+,3.81,1753,"100,000+",Free,https://play.google.com/store/apps/details?id=com.aichatwithaipeople.makefriends&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$49.99/month USD,EN
Google Play,Keily-AI Soulmate Chat,com.keilyai.character.chat,Naji press,Entertainment,Mature 17+,4.4512634,10045,"100,000+",Free,https://play.google.com/store/apps/details?id=com.keilyai.character.chat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Mature content,$1.99-$89.99/month USD,EN
Google Play,Tavern Chat - AI Character,com.spicy.chat.lover.mate,Spicy Tech,Entertainment,Teen,4.34,617,"50,000+",Free,https://play.google.com/store/apps/details?id=com.spicy.chat.lover.mate&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$0.99-$299.99/month USD,EN
Google Play,Chat AI - Ask AI anything,com.benben.bah.openal,"AI Chat Bot, Ask AI",Productivity,Everyone,4.340909,73362,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.benben.bah.openal&hl=en&gl=us,general_purpose,True,http://nbt-chatai-askaianything.blogspot.com,True,"Email/Password, Google, Apple",False,,False,False,Enhanced memory,$1.49-$40.70/month USD,EN
Google Play,Lumi: AI Anime Character Chat,vn.pamg.ai.character.chat,JoyCraft Digital,Personalization,Teen,3.8133333,513,"50,000+",Free,https://play.google.com/store/apps/details?id=vn.pamg.ai.character.chat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$0.49-$59.99/month USD,EN
Google Play,Honey.AI,com.hnyandroidapp.AItalk,APPCORP,Entertainment,Teen,2.173913,85,"10,000+",Free,https://play.google.com/store/apps/details?id=com.hnyandroidapp.AItalk&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$4.99-$169.99/month USD,EN
Google Play,Cupid AI: Virtual Companion,com.strickland.cupid,Talk AI LLC,Personalization,Mature 17+,2.9636364,232,"50,000+",Free,https://play.google.com/store/apps/details?id=com.strickland.cupid&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$99.99/month USD,EN
Google Play,Talki AI Friend Roleplay,ai.character.chat,Sawanlimo,Entertainment,Everyone,3.96,916,"10,000+",Free,https://play.google.com/store/apps/details?id=ai.character.chat&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,TruMate - Character AI Chat,com.bliss.virtual.soulmate,Mivo studio,Entertainment,Mature 17+,4.0625,8049,"500,000+",Free,https://play.google.com/store/apps/details?id=com.bliss.virtual.soulmate&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$1.99-$369.99/month USD,EN
Google Play,Chatty: AI Roleplay Characters,com.cerasus.aiexperts,Cerasus Teknoloji ve Reklam Hizmetleri A.Ş.,Lifestyle,Mature 17+,2.78,934,"100,000+",Free,https://play.google.com/store/apps/details?id=com.cerasus.aiexperts&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$1.99-$69.99/month USD,EN
Google Play,Charactia: AI Character Chat,com.characterai.aichat.aifriend,Sliver AI Photo Editor,Productivity,Everyone,,,"100,000+",Free,https://play.google.com/store/apps/details?id=com.characterai.aichat.aifriend&hl=en&gl=us,companion,True,https://megateam2026.blogspot.com/,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,Hey Love: AI Girlfriend & Chat,com.ai.heylove,We Agency,Entertainment,Everyone,,,"5,000+",Free,https://play.google.com/store/apps/details?id=com.ai.heylove&hl=en&gl=us,companion,True,https://heylove.app/,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Mature content, Enhanced memory",$4.99-$14.99/month USD,EN
Google Play,Chika - AI Girlfriend,com.thirtythreeapps.chikachatbot,Thirty Three Apps,Communication,Everyone,3.75,166,"10,000+",Free,https://play.google.com/store/apps/details?id=com.thirtythreeapps.chikachatbot&hl=en&gl=us,companion,True,https://thirtythreeapps.com/,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$3.99-$11.99/month USD,EN
Google Play,Eve: Your AI Girlfriend,eve.ai.companion.app,Life Plus Fitness,Entertainment,Mature 17+,4.6960783,379,"10,000+",Free,https://play.google.com/store/apps/details?id=eve.ai.companion.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$7.99-$59.99/month USD,EN
Google Play,Gummy AI: Chat with Characters,com.gummy.aiproject,PiPiTo Games,Entertainment,Mature 17+,2.4745762,412,"100,000+",Free,https://play.google.com/store/apps/details?id=com.gummy.aiproject&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$1.99-$99.99/month USD,EN
Google Play,InMe – AI Girlfriend Video,com.edgeneural.inme,NEURAEDGE TECHNOLOGIES PTE. LTD.,Entertainment,Teen,,,100+,Free,https://play.google.com/store/apps/details?id=com.edgeneural.inme&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$0.99-$99.99/month USD,EN
Google Play,Pixys: Chat with AI Characters,com.www.pixysai,w3company,Entertainment,Mature 17+,3.142857,248,"50,000+",Free,https://play.google.com/store/apps/details?id=com.www.pixysai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$0.99-$9.99/month USD,EN
Google Play,Fast AI - Crush on AI,com.qqchat.fast,sabjirbazar,Entertainment,Everyone,2.7857144,52,"5,000+",Free,https://play.google.com/store/apps/details?id=com.qqchat.fast&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$19.99-$49.99/month USD,EN
Google Play,CharClub: Character AI Chat,com.charclub.ai.world.virtual.character.chatbot.roleplay.assistant.imagination,CharClub AI Inc.,Entertainment,Adults only 18+,3.71,861,"100,000+",Free,https://play.google.com/store/apps/details?id=com.charclub.ai.world.virtual.character.chatbot.roleplay.assistant.imagination&hl=en&gl=us,companion,True,https://charclub.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$0.49-$79.99/month USD,EN
Google Play,Idolchat: AI Girlfriend & Chat,com.aiidolchat.app,Tangerine Lab,Entertainment,Teen,2,79,"10,000+",Free,https://play.google.com/store/apps/details?id=com.aiidolchat.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Mature content, Enhanced memory",$6.99-$99.99/month USD,EN
Google Play,Adam: Romantic AI Boyfriend,ai.boyfriend.love.partner.bf.romantic.virtual.dating.lover,Jani Infotech,Entertainment,Teen,4.36,830,"10,000+",Free,https://play.google.com/store/apps/details?id=ai.boyfriend.love.partner.bf.romantic.virtual.dating.lover&hl=en&gl=us,companion,True,https://janiinfotechapps.blogspot.com/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
Google Play,Touchie - AI Friend & Chat,com.touchie.ai,Infinity touchie Limited,Entertainment,Mature 17+,0,0,"10,000+",Free,https://play.google.com/store/apps/details?id=com.touchie.ai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$9.99-$99.99/month USD,EN
Google Play,AI Boyfriend: BF Chat App 18+,ai.boyfriend.app,MACHAAO Inc,Entertainment,Mature 17+,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=ai.boyfriend.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$3.99-$39.99/month USD,EN
